file	diff between sums across all n-grams	% suicide 1-grams	% suicide 2-grams	% suicide 3-grams	% suicide 4-grams	% suicide 5-grams	% suicide 6-grams	% non-suicide 1-grams	% non-suicide 2-grams	% non-suicide 3-grams	% non-suicide 4-grams	% non-suicide 5-grams	% non-suicide 6-grams	diff for 1-gram %s	diff for 2-gram %s	diff for 3-gram %s	diff for 4-gram %s	diff for 5-gram %s	diff for 6-gram %s	average for all suicide n-gram %s	average for all non-suicide n-gram %s	diff between n-gram % averages
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.1.txt	-0.0160810006	0.0684931507	0.0612244898	0.0108695652	0.0050761421	0	0	0.0410958904	0.0612244898	0.0543478261	0.0050761421	0	0	0.0273972603	0	-0.0434782609	0	0	0	0.0242772246	0.0269573914	-0.0026801668
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.10.txt	-0.0221185758	0.0726495726	0.0572033898	0.0283018868	0.0018621974	0	0	0.047008547	0.0805084746	0.0471698113	0.0074487896	0	0	0.0256410256	-0.0233050847	-0.0188679245	-0.0055865922	0	0	0.0266695078	0.0303559371	-0.0036864293
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.100.txt	-0.0391522173	0.024691358	0.0846994536	0.0655339806	0.0210772834	0.00456621	0.002247191	0.049382716	0.1010928962	0.072815534	0.0163934426	0.002283105	0	-0.024691358	-0.0163934426	-0.0072815534	0.0046838407	0.002283105	0.002247191	0.0338025794	0.040327949	-0.0065253695
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.101.txt	-0.0837701465	0.0266666667	0.072	0.0342465753	0.0191082803	0.012195122	0.0058479532	0.04	0.16	0.0410958904	0.0127388535	0	0	-0.0133333333	-0.088	-0.0068493151	0.0063694268	0.012195122	0.0058479532	0.0283440996	0.0423057907	-0.0139616911
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.102.txt	-0.0144840373	0.0384615385	0.062992126	0.0563380282	0.0137931034	0	0	0.0512820513	0.0787401575	0.0422535211	0.0137931034	0	0	-0.0128205128	-0.0157480315	0.014084507	0	0	0	0.028597466	0.0310114722	-0.0024140062
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.103.txt	0.0040558204	0.0443037975	0.0733944954	0.0325203252	0.0026385224	0	0	0.0189873418	0.0703363914	0.054200542	0.0052770449	0	0	0.0253164557	0.003058104	-0.0216802168	-0.0026385224	0	0	0.0254761901	0.02480022	0.0006759701
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.104.txt	-0.1003635779	0.032967033	0.0697674419	0.04784689	0.0210084034	0.0078740157	0	0.021978022	0.1453488372	0.0956937799	0.0168067227	0	0	0.010989011	-0.0755813953	-0.04784689	0.0042016807	0.0078740157	0	0.0299106306	0.0466378936	-0.016727263
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.105.txt	-0.2242221405	0.0277777778	0.0393258427	0.0364583333	0	0	0	0.037037037	0.1404494382	0.1145833333	0.0306122449	0.0051020408	0	-0.0092592593	-0.1011235955	-0.078125	-0.0306122449	-0.0051020408	0	0.0172603256	0.0546306824	-0.0373703567
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.106.txt	0.012772302	0.0730337079	0.1029810298	0.0242825607	0.004008016	0	0	0.0617977528	0.0975609756	0.0242825607	0.006012024	0.0018796992	0	0.0112359551	0.0054200542	0	-0.002004008	-0.0018796992	0	0.0340508857	0.0319221687	0.002128717
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.107.txt	-0.1988435563	0.0178571429	0.0772727273	0.0347490347	0.0109489051	0.0035460993	0	0.0357142857	0.1636363636	0.0965250965	0.0437956204	0.0035460993	0	-0.0178571429	-0.0863636364	-0.0617760618	-0.0328467153	0	0	0.0240623182	0.0572029109	-0.0331405927
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.108.txt	-0.0216484141	0.0666666667	0.0941176471	0.0146520147	0	0	0	0.0222222222	0.1019607843	0.0402930403	0.0108695652	0.0108695652	0.0108695652	0.0444444444	-0.0078431373	-0.0256410256	-0.0108695652	-0.0108695652	-0.0108695652	0.0292393881	0.0328474571	-0.003608069
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.109.txt	-0.2065395072	0.012345679	0.0447761194	0.0273972603	0.0067114094	0	0	0.024691358	0.1641791045	0.0753424658	0.0268456376	0.0067114094	0	-0.012345679	-0.1194029851	-0.0479452055	-0.0201342282	-0.0067114094	0	0.015205078	0.0496283292	-0.0344232512
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.11.txt	0.0247949633	0.0425531915	0.1049382716	0.0432432432	0.0098522167	0	0	0.0212765957	0.0864197531	0.0540540541	0.0049261084	0.0046511628	0.0044642857	0.0212765957	0.0185185185	-0.0108108108	0.0049261084	-0.0046511628	-0.0044642857	0.0334311538	0.02929866	0.0041324939
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.110.txt	-0.3393552324	0	0.0285714286	0.05	0.0235294118	0.0112359551	0	0.0227272727	0.1428571429	0.125	0.1176470588	0.0337078652	0.0107526882	-0.0227272727	-0.1142857143	-0.075	-0.0941176471	-0.0224719101	-0.0107526882	0.0188894659	0.0754486713	-0.0565592054
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.111.txt	-0.1275644555	0.012295082	0.0671506352	0.0414746544	0.0160349854	0.0043041607	0	0.0573770492	0.1161524501	0.069124424	0.0218658892	0.0043041607	0	-0.0450819672	-0.0490018149	-0.0276497696	-0.0058309038	0	0	0.0235432529	0.0448039955	-0.0212607426
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.112.txt	-0.1193371393	0.0161290323	0.0476190476	0.0245901639	0.0305343511	0.0071942446	0	0.0483870968	0.1238095238	0.0655737705	0.0076335878	0	0	-0.0322580645	-0.0761904762	-0.0409836066	0.0229007634	0.0071942446	0	0.0210111399	0.0409006631	-0.0198895232
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.113.txt	-0.1254859388	0.0491803279	0.0483870968	0.024911032	0.0102214651	0.0016778523	0	0.0819672131	0.1108870968	0.0533807829	0.0136286201	0	0	-0.0327868852	-0.0625	-0.0284697509	-0.003407155	0.0016778523	0	0.0223962957	0.0433106188	-0.0209143231
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.114.txt	-0.0178369301	0.0465116279	0.0753138075	0.0339622642	0.0183150183	0.0071942446	0.0035460993	0.0620155039	0.0920502092	0.0339622642	0.0146520147	0	0	-0.015503876	-0.0167364017	0	0.0036630037	0.0071942446	0.0035460993	0.030807177	0.0337799986	-0.0029728217
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.115.txt	-0.0944037911	0.0507246377	0.0569105691	0.0250896057	0.006779661	0	0	0.0434782609	0.1300813008	0.0501792115	0.0101694915	0	0	0.0072463768	-0.0731707317	-0.0250896057	-0.0033898305	0	0	0.0232507456	0.0389847108	-0.0157339652
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.116.txt	-0.0191832099	0.0377358491	0.1104477612	0.0516795866	0.0099255583	0.0024570025	0	0.0566037736	0.0985074627	0.0490956072	0.0198511166	0.0073710074	0	-0.0188679245	0.0119402985	0.0025839793	-0.0099255583	-0.0049140049	0	0.0353742929	0.0385714946	-0.0031972017
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.117.txt	0.0269369369	0.0375	0.0930232558	0.0416666667	0.0202702703	0.0066666667	0	0.0375	0.0930232558	0.0416666667	0	0	0	0	0	0	0.0202702703	0.0066666667	0	0.0331878099	0.0286983204	0.0044894895
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.118.txt	0.0066638494	0.0427807487	0.0863509749	0.0420792079	0.0097799511	0.0024509804	0	0.0481283422	0.0891364903	0.0321782178	0.0073349633	0	0	-0.0053475936	-0.0027855153	0.0099009901	0.0024449878	0.0024509804	0	0.0305736438	0.0294630023	0.0011106416
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.119.txt	-0.0348935319	0.0272108844	0.0754098361	0.0198863636	0	0	0	0.0476190476	0.0786885246	0.0255681818	0.0055248619	0	0	-0.0204081633	-0.0032786885	-0.0056818182	-0.0055248619	0	0	0.0204178473	0.026233436	-0.0058155886
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.12.txt	-0.1458767969	0.012987013	0.0681818182	0.0314465409	0.0109289617	0	0	0.0519480519	0.0909090909	0.0943396226	0.0273224044	0.0049019608	0	-0.038961039	-0.0227272727	-0.0628930818	-0.0163934426	-0.0049019608	0	0.0205907223	0.0449035218	-0.0243127995
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.120.txt	-0.0501735101	0.053030303	0.0649819495	0.0440251572	0.0117647059	0	0	0.053030303	0.0902527076	0.0660377358	0.0117647059	0.0028901734	0	0	-0.0252707581	-0.0220125786	0	-0.0028901734	0	0.0289670193	0.037329271	-0.0083622517
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.121.txt	-0.0046399258	0.0666666667	0.0909090909	0.0266666667	0.0126182965	0.003125	0	0.0740740741	0.0909090909	0.0333333333	0.0063091483	0	0	-0.0074074074	0	-0.0066666667	0.0063091483	0.003125	0	0.0333309535	0.0341042744	-0.000773321
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.122.txt	-0.09293584	0.0326086957	0.0529247911	0.0175879397	0.0024509804	0	0	0.0923913043	0.0835654596	0.0201005025	0.0024509804	0	0	-0.0597826087	-0.0306406685	-0.0025125628	0	0	0	0.0175954011	0.0330847078	-0.0154893067
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.123.txt	-0.0258918152	0.0426829268	0.0897832817	0.0403225806	0.0025974026	0	0	0.0304878049	0.0959752322	0.061827957	0.012987013	0	0	0.012195122	-0.0061919505	-0.0215053763	-0.0103896104	0	0	0.029231032	0.0335463345	-0.0043153025
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.13.txt	-0.0713636097	0.0266666667	0.1014492754	0.0723684211	0.0320512821	0	0	0.0266666667	0.0942028986	0.1381578947	0.0448717949	0	0	0	0.0072463768	-0.0657894737	-0.0128205128	0	0	0.0387559409	0.0506498758	-0.0118939349
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.14.txt	-0.0774331086	0.0434782609	0.0737704918	0.0278810409	0.0054644809	0.0018115942	0	0.0565217391	0.1086065574	0.0483271375	0.014571949	0.0018115942	0	-0.0130434783	-0.0348360656	-0.0204460967	-0.0091074681	0	0	0.0254009781	0.0383064962	-0.0129055181
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.15.txt	-0.0990870521	0.0099009901	0.069124424	0.0540540541	0.0146520147	0.0035335689	0	0.0495049505	0.1013824885	0.0849420849	0.010989011	0.0035335689	0	-0.0396039604	-0.0322580645	-0.0308880309	0.0036630037	0	0	0.0252108419	0.0417253506	-0.0165145087
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.16.txt	-0.1359058212	0.025210084	0.0580357143	0.0671936759	0.0113636364	0.0036900369	0	0.0672268908	0.1205357143	0.0909090909	0.0227272727	0	0	-0.0420168067	-0.0625	-0.023715415	-0.0113636364	0.0036900369	0	0.0275821912	0.0502331614	-0.0226509702
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.17.txt	-0.1436641035	0.0177777778	0.0566037736	0.0559701493	0.0198555957	0.0017699115	0	0.08	0.1236897275	0.0615671642	0.0180505415	0.0088495575	0.0034843206	-0.0622222222	-0.0670859539	-0.0055970149	0.0018050542	-0.007079646	-0.0034843206	0.0253295346	0.0492735519	-0.0239440172
bob_dylan.txt.tkzd.txt.POStagged.txt.lem.18.txt	-0.1767447699	0.0384615385	0.0339805825	0.0456431535	0.015503876	0	0	0.0576923077	0.1213592233	0.112033195	0.015503876	0.0037453184	0	-0.0192307692	-0.0873786408	-0.0663900415	0	-0.0037453184	0	0.0222648584	0.0517223201	-0.0294574616
