index	artist	drug_words	mpqa_pos_words	love_words	mpqa_neut_words	2-3PTokens	1PTokens	action_verbs	1PSTokens	death_words	mpqa_neg_words	sensual_words	concrete_nouns
89	Elliott Smith	5	27	10	8	30	5	0	4	10	21	6	30
90	Elliott Smith	3	14	7	8	16	17	0	17	6	15	2	22
91	Elliott Smith	4	15	3	6	9	4	1	4	10	6	2	11
92	Elliott Smith	8	30	14	17	10	16	0	16	3	29	5	22
93	Elliott Smith	2	4	3	3	2	12	0	9	2	8	0	13
94	Elliott Smith	5	38	25	10	6	8	0	8	8	11	2	20
95	Elliott Smith	8	13	13	10	8	6	0	6	7	15	2	14
96	Elliott Smith	2	7	9	9	19	5	0	5	6	22	3	21
97	Elliott Smith	3	34	10	29	38	10	2	9	3	35	3	15
98	Elliott Smith	6	19	9	12	20	3	0	3	3	16	6	29
99	Elliott Smith	2	16	14	5	7	17	1	16	7	10	6	27
1	Ian Curtis	2	12	13	12	11	3	2	3	10	11	6	31
2	Ian Curtis	0	14	8	3	4	10	0	10	1	18	3	12
3	Ian Curtis	3	23	12	15	7	12	5	11	8	14	8	24
4	Ian Curtis	2	26	8	4	25	7	0	5	6	24	3	30
5	Ian Curtis	1	16	8	7	17	24	0	19	5	13	11	32
6	Ian Curtis	8	27	24	18	4	8	4	7	8	33	17	28
7	Ian Curtis	2	21	15	19	4	14	0	13	6	25	7	20
8	Ian Curtis	4	9	8	5	5	3	2	3	4	19	1	12
9	Ian Curtis	2	4	6	1	10	10	0	0	0	12	2	7
10	Ian Curtis	3	56	15	12	1	8	1	1	3	21	5	51
11	Ian Curtis	0	5	4	1	3	1	0	1	7	12	1	7
12	Ian Curtis	0	3	3	5	9	18	1	18	4	2	1	3
13	Ian Curtis	0	12	5	10	3	6	1	5	0	13	4	7
14	Ian Curtis	13	37	20	18	4	16	0	3	5	16	31	10
15	Ian Curtis	2	22	12	16	6	13	1	12	4	15	2	26
16	Ian Curtis	2	15	15	13	10	1	0	0	3	23	6	12
17	Ian Curtis	12	4	13	11	11	11	0	11	39	33	9	33
18	Ian Curtis	9	3	16	17	23	0	2	0	15	21	0	17
19	Ian Curtis	1	11	11	13	17	7	0	6	11	18	16	19
20	Ian Curtis	1	24	18	15	17	1	0	0	13	13	6	21
21	Ian Curtis	4	22	10	21	2	8	0	4	10	20	1	15
22	Ian Curtis	0	17	15	14	28	6	1	1	3	22	3	5
23	Ian Curtis	3	9	8	6	8	3	0	2	3	8	2	5
24	Ian Curtis	0	7	1	11	10	0	1	0	6	8	2	4
25	Ian Curtis	0	11	6	6	2	7	0	5	2	6	5	24
26	Ian Curtis	3	10	9	10	10	11	0	11	1	20	9	13
27	Ian Curtis	2	11	9	5	23	2	0	1	11	10	1	9
28	Ian Curtis	0	8	16	6	3	7	0	3	7	25	4	5
29	Ian Curtis	1	6	3	6	49	0	1	0	1	48	2	49
30	Ian Curtis	1	15	6	11	12	21	0	21	7	4	1	21
31	Ian Curtis	4	19	19	19	11	13	1	12	9	21	5	16
32	Ian Curtis	0	24	2	41	24	5	0	4	21	10	17	37
33	Ian Curtis	1	12	17	10	13	15	1	12	3	22	5	11
34	Ian Curtis	3	25	11	19	11	19	0	13	6	20	4	21
35	Ian Curtis	2	8	9	14	6	8	4	6	8	14	3	12
36	Ian Curtis	2	10	10	4	30	17	1	16	4	18	24	43
37	Ian Curtis	2	7	12	7	10	6	0	6	3	8	1	22
38	Ian Curtis	0	7	0	9	14	9	0	9	0	8	0	21
39	Ian Curtis	6	19	32	19	6	22	3	22	14	23	5	34
40	Ian Curtis	1	11	18	6	3	13	1	5	7	36	9	9
1	Kurt Cobain	6	13	29	3	22	11	0	8	0	33	5	8
2	Kurt Cobain	0	5	2	1	1	20	2	20	3	10	6	26
3	Kurt Cobain	3	17	8	5	14	27	0	27	7	7	5	31
4	Kurt Cobain	8	24	0	16	32	8	0	8	13	0	0	25
5	Kurt Cobain	0	17	19	18	18	18	0	18	2	4	23	14
6	Kurt Cobain	2	10	10	11	12	20	0	20	3	11	3	30
7	Kurt Cobain	6	36	33	30	2	24	0	18	84	50	32	113
8	Kurt Cobain	30	54	0	0	12	57	0	57	21	16	0	24
9	Kurt Cobain	6	33	33	30	51	0	0	0	15	24	21	18
10	Kurt Cobain	2	20	6	4	16	28	4	28	6	14	10	40
11	Kurt Cobain	0	16	25	0	39	0	1	0	8	13	10	18
12	Kurt Cobain	6	14	4	23	11	12	0	12	10	16	8	18
13	Kurt Cobain	6	20	12	12	7	13	5	13	4	26	9	21
14	Kurt Cobain	2	8	4	22	7	9	17	8	16	32	1	13
15	Kurt Cobain	0	10	7	0	6	6	0	6	18	23	3	16
16	Kurt Cobain	0	35	14	3	26	24	0	24	4	22	1	38
17	Kurt Cobain	1	7	3	2	5	38	0	38	0	17	1	15
18	Kurt Cobain	1	24	12	14	23	14	1	11	0	42	2	21
19	Kurt Cobain	2	29	6	24	4	50	0	48	5	29	5	55
20	Kurt Cobain	7	12	7	9	4	12	0	12	1	22	5	22
21	Kurt Cobain	1	11	7	6	9	15	4	12	1	20	5	33
22	Kurt Cobain	7	3	0	6	0	14	0	14	2	15	5	29
23	Kurt Cobain	2	20	8	11	10	36	0	34	0	26	3	17
24	Kurt Cobain	2	22	18	5	0	11	0	9	4	16	18	7
25	Kurt Cobain	0	70	4	76	2	33	1	13	3	27	5	50
26	Kurt Cobain	4	16	11	26	19	15	0	12	14	21	10	31
27	Kurt Cobain	8	29	19	18	9	28	7	15	2	52	15	23
28	Kurt Cobain	0	19	14	12	45	13	0	6	1	10	13	31
29	Kurt Cobain	0	12	4	1	7	13	0	13	13	4	6	30
30	Kurt Cobain	15	28	35	9	33	51	0	39	14	56	6	53
31	Kurt Cobain	1	28	32	14	21	66	0	62	2	28	8	67
32	Kurt Cobain	8	37	19	5	27	44	0	41	7	24	17	34
33	Kurt Cobain	0	5	24	2	5	15	0	15	0	6	2	19
34	Kurt Cobain	5	19	24	13	36	18	0	18	5	16	6	30
35	Kurt Cobain	5	26	13	22	23	46	1	42	7	34	5	51
36	Kurt Cobain	4	25	4	22	2	18	0	18	27	28	5	29
37	Kurt Cobain	4	31	13	30	15	53	2	53	4	31	7	58
38	Kurt Cobain	0	4	2	11	4	6	0	6	0	2	2	39
39	Kurt Cobain	2	10	4	0	1	7	0	7	8	7	0	18
40	Kurt Cobain	1	9	2	11	3	34	0	34	2	7	4	26
41	Kurt Cobain	2	7	48	2	5	56	0	56	46	3	4	23
42	Kurt Cobain	12	3	6	6	24	4	0	4	0	14	0	25
43	Kurt Cobain	1	3	2	33	32	0	0	0	4	2	2	21
44	Kurt Cobain	1	11	12	19	36	3	0	3	15	24	6	15
45	Kurt Cobain	0	25	36	0	15	12	0	12	8	4	28	2
46	Kurt Cobain	0	8	0	3	11	11	0	3	25	26	0	55
47	Kurt Cobain	2	14	13	6	9	73	0	66	3	20	8	50
48	Kurt Cobain	5	6	7	10	11	12	1	12	0	6	2	30
49	Kurt Cobain	8	8	14	2	44	32	0	32	2	24	0	22
50	Kurt Cobain	0	21	4	13	18	4	1	0	5	13	6	15
51	Kurt Cobain	0	3	1	11	8	17	0	9	0	22	7	16
52	Kurt Cobain	16	20	18	4	50	42	0	42	0	27	59	6
53	Kurt Cobain	0	25	6	20	29	13	0	13	4	11	12	32
1	Pete Ham	1	31	20	28	13	19	0	14	5	19	18	20
2	Pete Ham	0	13	2	4	0	44	0	0	2	54	3	7
3	Pete Ham	4	8	4	6	13	17	0	16	1	19	3	18
4	Pete Ham	5	41	36	17	12	27	0	23	12	32	18	28
5	Pete Ham	1	26	8	15	37	2	0	2	3	9	0	10
6	Pete Ham	5	13	34	59	47	23	8	23	4	22	26	39
7	Pete Ham	0	14	7	10	27	11	0	9	4	25	5	13
8	Pete Ham	1	4	2	10	29	15	0	15	2	7	2	26
9	Pete Ham	10	19	33	31	12	14	0	14	11	15	18	40
10	Pete Ham	3	30	7	38	54	63	0	61	2	26	1	21
11	Pete Ham	0	17	15	14	1	26	0	25	8	23	4	35
12	Pete Ham	3	24	18	13	15	31	0	29	4	6	12	41
13	Pete Ham	6	37	9	33	19	28	1	28	16	34	16	54
14	Pete Ham	1	10	7	6	16	13	1	3	4	10	3	7
15	Pete Ham	12	27	13	22	32	15	2	4	18	36	12	27
16	Pete Ham	1	16	12	10	22	16	0	15	2	14	3	28
17	Pete Ham	2	29	13	13	25	12	0	12	14	11	38	23
18	Pete Ham	1	26	37	22	49	46	0	46	38	19	1	63
19	Pete Ham	2	17	10	8	22	0	0	0	12	8	8	15
20	Pete Ham	0	28	8	21	28	9	0	9	22	4	16	34
21	Pete Ham	3	36	5	6	27	35	0	35	9	27	0	44
22	Pete Ham	8	11	19	16	14	18	0	18	19	22	7	26
23	Pete Ham	0	41	6	17	41	18	0	18	30	34	3	41
24	Pete Ham	6	17	30	24	39	38	0	33	14	17	10	48
25	Pete Ham	0	12	9	12	8	12	0	12	3	20	9	9
26	Pete Ham	0	18	7	4	7	19	0	16	11	16	12	31
27	Pete Ham	9	23	19	18	25	6	0	4	19	13	4	12
28	Pete Ham	1	19	13	27	22	43	2	34	13	39	8	35
29	Pete Ham	13	11	11	7	19	18	0	18	18	15	5	10
30	Pete Ham	4	37	13	30	11	6	3	3	19	22	12	12
31	Pete Ham	0	28	10	24	24	14	0	8	0	19	5	11
32	Pete Ham	8	16	10	15	36	17	1	15	33	35	18	20
33	Pete Ham	3	33	27	19	49	7	0	2	12	29	20	22
34	Pete Ham	0	20	14	13	42	10	0	2	12	43	2	8
1	Phil Ochs	0	21	28	13	12	45	0	38	15	30	19	48
2	Phil Ochs	6	23	21	21	21	19	0	3	11	40	1	26
3	Phil Ochs	2	13	8	13	8	0	0	0	11	24	6	37
4	Phil Ochs	2	21	17	9	18	30	0	8	15	27	5	17
5	Phil Ochs	0	31	15	4	30	0	0	0	4	25	3	40
6	Phil Ochs	4	31	43	20	45	1	8	1	19	33	8	57
7	Phil Ochs	2	31	27	11	25	21	1	21	15	33	7	51
8	Phil Ochs	2	26	10	2	20	22	1	22	21	27	19	53
9	Phil Ochs	2	15	12	11	45	1	1	1	6	51	3	44
10	Phil Ochs	5	21	15	9	14	2	2	2	14	20	5	31
11	Phil Ochs	6	15	18	6	14	2	1	2	17	31	2	54
12	Phil Ochs	2	18	10	15	9	26	2	26	2	16	6	37
13	Phil Ochs	0	9	3	1	3	12	0	12	1	1	1	37
14	Phil Ochs	1	47	30	26	21	49	1	49	26	20	17	73
15	Phil Ochs	2	16	9	8	17	0	2	0	1	19	5	28
16	Phil Ochs	0	21	10	21	6	0	3	0	15	35	8	21
17	Phil Ochs	5	23	18	17	48	0	1	0	14	38	5	51
18	Phil Ochs	10	20	18	10	11	13	1	5	7	26	4	24
19	Phil Ochs	9	14	14	15	22	2	0	0	12	34	7	63
20	Phil Ochs	0	14	6	15	10	11	0	2	6	17	3	22
21	Phil Ochs	1	21	13	25	7	19	0	19	7	14	25	27
22	Phil Ochs	2	24	14	17	12	1	0	0	1	18	6	21
23	Phil Ochs	2	17	21	12	17	30	2	30	10	21	5	45
24	Phil Ochs	6	46	36	17	22	7	0	4	3	23	11	26
25	Phil Ochs	0	12	15	21	24	3	0	1	21	39	7	31
26	Phil Ochs	9	25	23	9	17	17	3	8	9	38	3	46
27	Phil Ochs	1	33	23	15	41	3	0	0	7	8	7	33
28	Phil Ochs	2	15	17	9	30	2	0	0	11	58	7	32
29	Phil Ochs	0	11	9	14	21	19	0	19	7	13	7	32
30	Phil Ochs	0	17	20	17	23	0	0	0	3	30	3	36
31	Phil Ochs	0	16	3	5	4	24	0	24	5	9	6	33
32	Phil Ochs	1	10	15	3	40	1	0	1	6	16	5	31
33	Phil Ochs	2	14	18	28	6	37	1	30	4	25	13	45
34	Phil Ochs	1	15	11	8	8	26	0	23	2	12	4	55
35	Phil Ochs	4	23	11	18	8	32	0	32	8	20	14	36
36	Phil Ochs	3	34	14	15	29	14	3	14	13	19	11	21
37	Phil Ochs	1	9	3	8	10	11	0	9	3	17	5	28
38	Phil Ochs	4	14	13	3	21	22	0	19	2	28	8	53
39	Phil Ochs	6	29	8	9	16	22	0	11	5	33	5	29
40	Phil Ochs	0	15	7	15	18	11	0	11	22	9	1	39
41	Phil Ochs	0	27	22	16	14	30	1	26	16	22	10	48
42	Phil Ochs	1	11	9	11	10	4	3	0	4	25	4	17
43	Phil Ochs	2	32	24	17	6	60	3	60	15	41	8	101
44	Phil Ochs	8	32	26	24	57	23	2	23	19	33	2	44
45	Phil Ochs	0	17	18	14	12	4	1	3	7	20	3	33
46	Phil Ochs	1	17	21	8	19	2	10	1	15	21	2	27
47	Phil Ochs	6	26	28	22	47	13	0	13	11	49	19	78
48	Phil Ochs	1	24	17	19	58	0	0	0	12	20	31	66
49	Phil Ochs	2	6	4	5	2	18	0	0	3	33	2	36
50	Phil Ochs	8	28	26	31	18	1	3	0	10	52	17	50
51	Phil Ochs	7	30	21	18	33	19	1	12	7	34	5	51
52	Phil Ochs	1	25	30	10	44	0	0	0	8	41	8	41
53	Phil Ochs	3	17	14	19	18	1	1	1	2	16	5	32
54	Phil Ochs	8	40	44	22	49	1	3	1	16	36	23	57
1	Stuart Adamson	1	10	15	7	6	28	0	28	5	15	4	34
2	Stuart Adamson	10	60	35	35	54	28	0	26	14	40	7	46
3	Stuart Adamson	6	36	38	11	41	14	0	12	6	31	31	19
4	Stuart Adamson	5	33	23	18	15	24	1	12	9	44	4	36
5	Stuart Adamson	4	38	19	20	16	66	2	64	15	26	13	75
6	Stuart Adamson	0	76	62	19	15	18	2	16	7	13	48	25
7	Stuart Adamson	2	25	23	17	10	70	0	53	15	49	14	80
8	Stuart Adamson	6	40	31	27	26	11	0	4	17	50	15	47
9	Stuart Adamson	23	46	52	67	19	44	0	42	10	42	27	40
10	Stuart Adamson	1	16	13	42	12	35	0	24	35	39	23	39
11	Stuart Adamson	2	79	27	26	16	29	0	28	20	60	49	49
12	Stuart Adamson	2	86	15	19	1	47	0	10	33	27	7	43
13	Stuart Adamson	1	36	8	19	10	49	8	49	8	27	15	43
14	Stuart Adamson	3	17	9	15	56	30	0	30	2	28	3	37
15	Stuart Adamson	3	18	12	16	6	17	0	16	1	9	7	25
16	Stuart Adamson	1	42	15	24	7	38	0	21	20	47	18	32
17	Stuart Adamson	9	19	13	26	36	5	1	5	14	27	4	25
18	Stuart Adamson	7	33	33	23	28	32	2	30	10	28	24	46
19	Stuart Adamson	2	40	14	19	18	20	0	16	12	23	16	37
