% 1. Title: Suicide/Non-suicide Project 2 Training Set Version 1 without Fiona Apple
% 
% 2. Sources:
%      (a) Creator: Matt Mulholland and Joanne Quinn
%      (b) Contents
%		Non-suicide Lyricists (253 songs):
%			1. Bob Dylan (123 songs)
%			2. Bob Marley (42 songs)
%			3. Mike Ness (43 songs)
%			4. Trent Reznor (45 songs)
%		Suicide Lyricists (280 songs):
%			1. Elliott Smith (99 songs)
%			2. Ian Curtis (40 songs)
%			3. Kurt Cobain (53 songs)
%			4. Pete Ham (34 songs)
%			5. Phil Ochs (54 songs)
%      (c) Date: August, 2013  
%
@relation song

@ATTRIBUTE	class	{suicide,non-suicide}
@ATTRIBUTE	passive/tok	numeric
@ATTRIBUTE	passive/typ	numeric
@ATTRIBUTE	passive/time	numeric
@ATTRIBUTE	(I+mental-verb)/time	numeric
@ATTRIBUTE	neut/typ	numeric
@ATTRIBUTE	diff_between_sums_across_all_n-grams	numeric
@ATTRIBUTE	percent_non-suicide_3-grams	numeric
@ATTRIBUTE	percent_non-suicide_4-grams	numeric
@ATTRIBUTE	diff_for_1-gram_percentages	numeric
@ATTRIBUTE	average_for_all_n-grams:_non-suicide	numeric
@ATTRIBUTE	diff_between_averages_for_all_n-grams	numeric
@ATTRIBUTE	det/tok	numeric

@DATA
suicide,0,0,0,0.0063694268,0.1071428571,-0.0098175153,0.0531914894,0,0.0333333333,0.0191336627,-0.0016362526,0.094017094
suicide,0.0090909091,0.0175438596,0.0069444444,0,0.0350877193,-0.0792030949,0.0595238095,0.011627907,0.0175438596,0.0393805492,-0.0132005158,0.0894308943
suicide,0.0051282051,0.010989011,0.005952381,0.005952381,0.1538461538,-0.019801507,0.0460526316,0.0128205128,0,0.0301089079,-0.0033002512,0.0794392523
suicide,0,0,0,0.0051546392,0.0744680851,-0.0352642613,0.0760233918,0.0287356322,0.0222222222,0.0360831777,-0.0058773769,0.1085972851
suicide,0,0,0,0.0036764706,0.0759493671,-0.0130961139,0.0454545455,0.0364963504,-0.0394736842,0.0391011215,-0.0021826856,0.0574712644
suicide,0,0,0,0,0.0740740741,-0.0745883997,0.0620155039,0.0229007634,-0.012195122,0.0389819795,-0.0124313999,0.1102941176
suicide,0.0062111801,0.0113636364,0.006097561,0.012195122,0.1590909091,0.0176381942,0.0575539568,0.013986014,0.0465116279,0.0326960998,0.002939699,0.0923913043
suicide,0,0,0,0.0195121951,0.0631578947,-0.0068343152,0.0299401198,0.0116959064,-0.03125,0.0263725814,-0.0011390525,0.0932642487
suicide,0,0,0,0,0.1194029851,0.0158865043,0.0431034483,0,0.0149253731,0.0219038861,0.0026477507,0.1127819549
suicide,0.0142180095,0.032967033,0.0098684211,0.0098684211,0.2087912088,-0.0716375807,0.0821917808,0.0268456376,0.012345679,0.0413572768,-0.0119395968,0.0474137931
suicide,0.0098039216,0.0161290323,0.0064102564,0.0064102564,0.0161290323,-0.0255765199,0.0471698113,0,-0.0303030303,0.040689918,-0.0042627533,0.0655737705
suicide,0.0043478261,0.0101010101,0.0046511628,0.0651162791,0.1313131313,-0.0942377439,0.1043956044,0.0471204188,0.0326086957,0.0549136321,-0.0157062907,0.0576923077
suicide,0,0,0,0,0.0694444444,0.0190823212,0.0175438596,0,0.04,0.0288214125,0.0031803869,0.1583710407
suicide,0.0050505051,0.0111111111,0.0070921986,0.0141843972,0.1666666667,-0.1154814311,0.0747126437,0.0222222222,-0.023255814,0.0462313678,-0.0192469052,0.0704225352
suicide,0,0,0,0.012012012,0.188034188,-0.0320098395,0.0671936759,0.0111111111,-0.0181818182,0.0372056621,-0.0053349732,0.03125
suicide,0,0,0,0.0340136054,0.0357142857,-0.127384102,0.0967741935,0.0303030303,0.0357142857,0.0428154868,-0.0212306837,0.0601503759
suicide,0,0,0,0,0.2666666667,-0.0267098107,0.0545454545,0.0175438596,-0.05,0.0281259968,-0.0044516351,0.0355029586
suicide,0.0100502513,0.0243902439,0.0072992701,0.0072992701,0.0853658537,-0.025518825,0.075862069,0,0.0128205128,0.0410911842,-0.0042531375,0.0431034483
suicide,0,0,0,0.0104166667,0.130952381,-0.2985764941,0.1052631579,0.050955414,-0.0941176471,0.0646491525,-0.049762749,0.0687830688
suicide,0,0,0,0.0042016807,0.0884955752,0.019769961,0.0721649485,0.0197044335,0.0471698113,0.0391807318,0.0032949935,0.1419753086
suicide,0.006116208,0.0105263158,0.0067340067,0.0303030303,0.0842105263,-0.1637982342,0.0722543353,0.0257142857,-0.0718232044,0.0470852032,-0.0272997057,0.0964187328
suicide,0,0,0,0.0185873606,0.1067961165,-0.0563762223,0.077294686,0.0229357798,0.0102040816,0.0415217082,-0.009396037,0.0373443983
suicide,0.014084507,0.0392156863,0.0094339623,0,0.4509803922,-0.0797544736,0.0348837209,0.0112359551,-0.0185185185,0.040865625,-0.0132924123,0.1483870968
suicide,0,0,0,0.0338164251,0.0888888889,0.0704492653,0.0621118012,0.012195122,0.023255814,0.0276759813,0.0117415442,0.1117021277
suicide,0,0,0,0,0.1894736842,-0.0778520942,0.0432098765,0.0239520958,-0.0107526882,0.0356524747,-0.012975349,0.0574712644
suicide,0,0,0,0.0027700831,0.1382978723,-0.1706628828,0.091954023,0.05,-0.0333333333,0.0543985944,-0.0284438138,0.0441176471
suicide,0.019379845,0.037593985,0.0333333333,0,0.1203007519,-0.0477661369,0.0460251046,0.0123966942,0.008,0.0297187016,-0.0079610228,0.0871080139
suicide,0,0,0,0.0103092784,0.1182795699,0.0129099149,0.0591715976,0.0175438596,-0.0434782609,0.0522970084,0.0021516525,0.0893854749
suicide,0,0,0,0.0036764706,0.1123595506,-0.2262190294,0.049689441,0.0242424242,-0.0465116279,0.0490706955,-0.0377031716,0.0829015544
suicide,0,0,0,0,0.2045454545,-0.0738927715,0.0153846154,0.0298507463,-0.0425531915,0.0369947291,-0.0123154619,0.0824742268
suicide,0,0,0,0.0133928571,0.1954022989,-0.0540055993,0.0833333333,0.0062893082,-0.0119047619,0.0436370846,-0.0090009332,0.0273972603
suicide,0.0186046512,0.0421052632,0.0207253886,0.0259067358,0.2105263158,-0.1369504919,0.0659340659,0.015625,-0.010989011,0.0472603689,-0.022825082,0.0208333333
suicide,0,0,0,0,0.1691176471,-0.0624080337,0.0490566038,0.0257352941,0,0.0374273571,-0.0104013389,0.0646153846
suicide,0,0,0,0.036199095,0.1653543307,-0.086013986,0.0318181818,0,0,0.0319751631,-0.0143356643,0.08125
suicide,0.0057142857,0.0091743119,0.0042918455,0.0128755365,0.1100917431,0.0138489952,0.0523560209,0.0307692308,0.0291262136,0.0363342335,0.0023081659,0.1138613861
suicide,0.0366972477,0.0625,0.0179372197,0,0.03125,-0.0382308479,0.0392156863,0.0285714286,0,0.0325360371,-0.006371808,0.0819672131
suicide,0.0108108108,0.023255814,0.0088888889,0,0.0348837209,-0.0513866628,0.0540540541,0.0198675497,-0.0240963855,0.0400689432,-0.0085644438,0.1428571429
suicide,0.0090497738,0.018018018,0.0111731844,0.0111731844,0.1621621622,-0.0961043791,0.0609137056,0.0147058824,-0.0186915888,0.0373476098,-0.0160173965,0.0975609756
suicide,0,0,0,0,0.140625,-0.0467803649,0.1018518519,0,0.0163934426,0.0384150321,-0.0077967275,0.0378787879
suicide,0,0,0,0,0.09375,0.0265065385,0.0261437908,0.0064935065,-0.0315789474,0.0276342982,0.0044177564,0.0748663102
suicide,0,0,0,0.0056179775,0.0438596491,-0.03900225,0.0445544554,0.0145631068,-0.009009009,0.0334454214,-0.006500375,0.110619469
suicide,0,0,0,0.0429447853,0.0735294118,-0.1863682395,0.0894308943,0.0307692308,-0.0289855072,0.0465508818,-0.0310613732,0.0266666667
suicide,0,0,0,0,0.1282051282,-0.0219366006,0.0597014925,0.004950495,0.0090909091,0.0330241351,-0.0036561001,0.0485436893
suicide,0.0169491525,0.046875,0.0215827338,0,0.125,-0.128455825,0.0973451327,0.0170940171,-0.0307692308,0.0416044483,-0.0214093042,0.0461538462
suicide,0,0,0,0.0081967213,0.2584269663,-0.1638493586,0.0939226519,0.0478723404,-0.0111111111,0.0542067114,-0.0273082264,0.0361445783
suicide,0,0,0,0,0.1125,-0.157007069,0.0593220339,0.0165289256,0,0.0465140159,-0.0261678448,0.1265060241
suicide,0.0044052863,0.0092592593,0.0048076923,0.0048076923,0.037037037,0.0132203671,0.0457142857,0,0.0196078431,0.0292862944,0.0022033945,0.1218487395
suicide,0.0049019608,0.0102040816,0.003968254,0,0.0306122449,-0.038549114,0.0659340659,0.0106382979,0.032967033,0.0346738838,-0.0064248523,0.0772532189
suicide,0,0,0,0.0098522167,0.125,-0.08645437,0.0625,0.04,0,0.0364649321,-0.0144090617,0.0337078652
suicide,0,0,0,0.0047393365,0.097826087,-0.1232358387,0.1048951049,0.0206896552,-0.0224719101,0.0474356441,-0.0205393065,0.0526315789
suicide,0,0,0,0.0134228188,0.13,-0.1392665269,0.0573248408,0.0062893082,-0.04,0.0422690248,-0.0232110878,0.1
suicide,0,0,0,0.0048543689,0.0714285714,0.0338156231,0.0560747664,0.0088495575,0.0092592593,0.0285393555,0.0056359372,0.0711297071
suicide,0.0125,0.0235294118,0.015037594,0.007518797,0.1411764706,0.0008346154,0.0636942675,0.0062111801,0,0.0370731601,0.0001391026,0.0903954802
suicide,0,0,0,0,0.1358024691,-0.0589130168,0.0438596491,0,-0.0128205128,0.0379626222,-0.0098188361,0.0532544379
suicide,0,0,0,0,0.05,-0.1285189661,0.1176470588,0.049689441,-0.0128205128,0.0451573446,-0.0214198277,0.0864864865
suicide,0,0,0,0,0.0689655172,-0.0802150174,0.0777777778,0.0212765957,-0.037037037,0.0396572104,-0.0133691696,0.0206896552
suicide,0.0059347181,0.0114942529,0.0093457944,0.0186915888,0.0689655172,-0.0138121451,0.0524781341,0.0057636888,-0.0063291139,0.0349701844,-0.0023020242,0.0962566845
suicide,0,0,0,0.0068965517,0.0674157303,-0.1536803299,0.0928571429,0.0354609929,-0.021978022,0.0499361975,-0.0256133883,0.0887573964
suicide,0,0,0,0.0054644809,0.0465116279,-0.0926157697,0.0392156863,0.0125786164,-0.0588235294,0.0408671216,-0.0154359616,0.0364583333
suicide,0.0051546392,0.0101010101,0.0046728972,0,0.1111111111,-0.1072952078,0.0813953488,0.0402298851,0.0106382979,0.0389198698,-0.0178825346,0.103286385
suicide,0.0212765957,0.0408163265,0.0103626943,0,0.1224489796,-0.0596135079,0.0632911392,0,-0.0204081633,0.0301535875,-0.0099355846,0.0512820513
suicide,0,0,0,0,0.1518987342,0.030324626,0.0555555556,0.015503876,0.0133333333,0.0280710631,0.0050541043,0.1013513514
suicide,0,0,0,0.0066666667,0.0618556701,-0.1721720736,0.0284090909,0.0055248619,-0.0652173913,0.0478208532,-0.0286953456,0.0463917526
suicide,0.0023640662,0.0067567568,0.0035971223,0.0107913669,0.1351351351,-0.1734988817,0.0866873065,0.0209580838,-0.030075188,0.0477501337,-0.0289164803,0.0492505353
suicide,0,0,0,0,0.0602409639,0.0460613771,0.0144927536,0.0071428571,0.0240963855,0.0217390737,0.0076768962,0.0839160839
suicide,0,0,0,0.0053475936,0.0487804878,-0.0838149298,0.1167883212,0.0362318841,0.025974026,0.0453331268,-0.013969155,0.0580645161
suicide,0.010989011,0.0263157895,0.0107142857,0.0214285714,0.1929824561,-0.0085801853,0.0717488789,0.025862069,0.0263157895,0.0389979544,-0.0014300309,0.0566037736
suicide,0.0148698885,0.0289855072,0.0207253886,0,0.0579710145,-0.1321493047,0.0789473684,0.0260869565,-0.0152671756,0.0479752807,-0.0220248841,0.0810810811
suicide,0.0066666667,0.0113636364,0.0057471264,0.0114942529,0.0568181818,-0.0084913966,0.0333333333,0.0131578947,-0.0352941176,0.0269295437,-0.0014152328,0.0769230769
suicide,0,0,0,0.0346534653,0.0909090909,0.0340858171,0.0784313725,0.0192307692,0.049382716,0.0372471663,0.0056809695,0.05625
suicide,0,0,0,0.0108695652,0.09375,-0.0349222075,0.0733944954,0.0625,0.0163934426,0.044092304,-0.0058203679,0.0661157025
suicide,0,0,0,0.004950495,0.149122807,-0.0166891605,0.0277777778,0.0177777778,-0.0091743119,0.0301694981,-0.0027815268,0.0833333333
suicide,0,0,0,0.004950495,0.0508474576,-0.0504526125,0.0989010989,0.032967033,-0.0172413793,0.0501389415,-0.0084087688,0.0729166667
suicide,0,0,0,0,0.1754385965,0.0949720508,0.0380952381,0.0088495575,0.0535714286,0.0268647671,0.0158286751,0.034965035
suicide,0,0,0,0.0196078431,0.1204819277,0.0620808217,0.0357142857,0.0138888889,0.0240963855,0.0189847723,0.0103468036,0.1144578313
suicide,0,0,0,0.0168539326,0.1153846154,-0.2272713356,0.1,0.0256410256,-0.0641025641,0.0620168389,-0.0378785559,0.0476190476
suicide,0,0,0,0.0062111801,0.311827957,-0.085119714,0.0625,0.0424242424,-0.0459770115,0.0519576499,-0.014186619,0.0619469027
suicide,0,0,0,0,0.1176470588,-0.0171334903,0.0238095238,0.0235294118,-0.01,0.033264335,-0.0028555817,0.0829268293
suicide,0.0064102564,0.0111111111,0.0072992701,0.0291970803,0.0555555556,-0.0215450582,0.0454545455,0,-0.0344827586,0.0297979798,-0.003590843,0.0705882353
suicide,0.007518797,0.018018018,0.0054644809,0.0054644809,0.1081081081,-0.0820443544,0.0546448087,0.0106951872,-0.0093457944,0.032365538,-0.0136740591,0.1682242991
suicide,0,0,0,0.0046296296,0.1463414634,-0.0419006709,0.06,0.025974026,0.0625,0.0371297059,-0.0069834451,0.096
suicide,0,0,0,0,0.0175438596,-0.076510989,0.0348837209,0,0,0.0421234773,-0.0127518315,0.0442477876
suicide,0,0,0,0,0.1086956522,-0.0117753623,0.0289855072,0,0.0652173913,0.0204559179,-0.0019625604,0.062992126
suicide,0.0241935484,0.0337078652,0.0136363636,0.0045454545,0.1123595506,0.0685528324,0.0447761194,0,0.0227272727,0.0235611714,0.0114254721,0.1582733813
suicide,0,0,0,0,0.2117647059,-0.0508546785,0.0409836066,0.0157480315,0.0243902439,0.030761693,-0.0084757797,0.0327868852
suicide,0,0,0,0.0206896552,0.1818181818,0.0716427224,0.0253164557,0.0121212121,-0.0117647059,0.0220387367,0.0119404537,0.1263736264
suicide,0.0108108108,0.0183486239,0.0129032258,0,0.119266055,0.1047675404,0.0267379679,0,0.0185185185,0.0331796563,0.0174612567,0.1519607843
suicide,0,0,0,0,0.22,0.0500802078,0.0526315789,0.0094339623,0.0384615385,0.0288627754,0.0083467013,0.0218340611
suicide,0.0105820106,0.0476190476,0.0054347826,0,0.4047619048,0.0530276952,0,0,0.0454545455,0.0204545455,0.0088379492,0.0632911392
suicide,0,0,0,0,0.1238095238,-0.0452488089,0.0457142857,0.0335195531,0.01,0.0436258055,-0.0075414682,0.1155778894
suicide,0.0090909091,0.0131578947,0.0057803468,0.0115606936,0.0394736842,0.1791452911,0.0416666667,0,0.0422535211,0.0210912723,0.0298575485,0.0942028986
suicide,0.0084745763,0.0208333333,0.0089285714,0,0.15625,-0.0351353282,0.0465116279,0,0.0107526882,0.0334467087,-0.005855888,0.1875
suicide,0.0216216216,0.0588235294,0.0272108844,0.0068027211,0.3088235294,0.028662493,0.0168067227,0.0079365079,-0.0307692308,0.026849912,0.0047770822,0.125
suicide,0,0,0,0,0.152173913,-0.0430914627,0.0742857143,0.0378378378,0,0.034988207,-0.0071819105,0.0917030568
suicide,0.0106382979,0.0163934426,0.0049019608,0.0098039216,0.0983606557,-0.0984615023,0.0412371134,0.0101010101,0.0322580645,0.0353186,-0.0164102504,0.1403508772
suicide,0,0,0,0,0.2,0.1188580949,0,0,0.0350877193,0.0125,0.0198096825,0.097826087
suicide,0,0,0,0,0.1153846154,-0.027027027,0.0243902439,0.0114942529,0,0.0280358234,-0.0045045045,0.1264367816
suicide,0.0074626866,0.0166666667,0.0042553191,0.0042553191,0.1666666667,-0.0569032777,0.0458715596,0.0170940171,0,0.025379281,-0.0094838796,0.0559006211
suicide,0,0,0,0.0042372881,0.1111111111,0.049382716,0.0303030303,0,0,0.0127889198,0.0082304527,0.0142857143
suicide,0,0,0,0.0077821012,0.12,0.0225582541,0.032967033,0.0102040816,-0.0392156863,0.0232491073,0.003759709,0.1194968553
suicide,0,0,0,0,0.1304347826,-0.0839611872,0.0125,0,-0.0416666667,0.029575723,-0.0139935312,0.0211267606
suicide,0.0098039216,0.0166666667,0.006993007,0.006993007,0.125,0.035971911,0.014084507,0.0093023256,0.0085470085,0.0228966659,0.0059953185,0.1196581197
suicide,0,0,0,0.0592592593,0.186440678,0.0342857143,0.06,0.0380952381,0.0333333333,0.02849028,0.0057142857,0.1257861635
suicide,0,0,0,0.0141509434,0.2183908046,0.0218832891,0.0517241379,0.0054945055,0.0357142857,0.0305601537,0.0036472149,0.1087866109
suicide,0,0,0,0.0034602076,0.5394736842,0.0403610675,0.0680272109,0.0384615385,0.08,0.0327718424,0.0067268446,0.1187739464
suicide,0.0068493151,0.0126582278,0.0054054054,0.0054054054,0.1265822785,0.0170636562,0.0709219858,0.0410958904,0.0125,0.0409563594,0.0028439427,0.0747126437
suicide,0,0,0,0.0074349442,0.2159090909,-0.0334025368,0.0887573964,0.0734463277,-0.0352941176,0.0508915996,-0.0055670895,0.0541871921
suicide,0.0078125,0.0112359551,0.0034843206,0.0069686411,0.1573033708,0.0328240875,0.0540540541,0,0.0337078652,0.0264691982,0.0054706813,0.0833333333
suicide,0.0471014493,0.1262135922,0.0548523207,0.0379746835,0.0388349515,-0.0446631858,0.0392156863,0.0136363636,0.01,0.0282656038,-0.0074438643,0.064516129
suicide,0,0,0,0.0085106383,0.0921052632,0.0143427758,0.0579710145,0.0211267606,0.0266666667,0.0312373526,0.0023904626,0.152866242
suicide,0,0,0,0.0506329114,0.1875,0.0298758327,0,0,-0.0204081633,0.0216196067,0.0049793055,0.0454545455
suicide,0.003257329,0.006993007,0.0073529412,0.0147058824,0.1328671329,0.0432514921,0.0384615385,0.0066889632,0.0454545455,0.0280196041,0.007208582,0.1267217631
suicide,0,0,0,0,0.0444444444,0.0168140302,0.0205479452,0.0066225166,0.012345679,0.0242814967,0.0028023384,0.1302521008
suicide,0,0,0,0,0.1111111111,0.1128417694,0.0217391304,0.0202020202,0.0727272727,0.0196551874,0.0188069616,0.0612244898
suicide,0,0,0,0.028340081,0.0875,-0.0031111243,0.031496063,0,-0.05,0.0317549461,-0.0005185207,0.0463917526
suicide,0,0,0,0,0.1875,0.0794341635,0.0357142857,0.0231213873,0.0104166667,0.0226793732,0.0132390273,0.1135371179
suicide,0.0054347826,0.0081967213,0.0037593985,0.022556391,0.1557377049,0.1525135907,0.0341463415,0,0.0427350427,0.0211329461,0.0254189318,0.0833333333
suicide,0,0,0,0,0.0537634409,0.0205401324,0.0328947368,0.0065789474,0.032967033,0.0271197492,0.0034233554,0.1614906832
suicide,0.0071428571,0.0135135135,0.0027027027,0,0.0135135135,-0.0223667694,0.0236220472,0,-0.0144927536,0.0306278291,-0.0037277949,0.0838323353
suicide,0,0,0,0,0.0789473684,0.0347421584,0.0333333333,0,-0.0526315789,0.0266731644,0.0057903597,0.036199095
suicide,0,0,0,0.0196078431,0.0727272727,-0.0587784309,0.032967033,0.0106382979,0,0.0376762937,-0.0097964051,0.0291262136
suicide,0,0,0,0,0,0.0145299145,0.0166666667,0,0.0555555556,0.0248575499,0.0024216524,0.0070175439
suicide,0,0,0,0,0.6052631579,-0.0050969428,0.0789473684,0,0.0526315789,0.0283094099,-0.0008494905,0.0320855615
suicide,0,0,0,0.0388349515,0.1379310345,-0.0628700482,0.0310077519,0.007751938,0,0.029161852,-0.0104783414,0.046875
suicide,0,0,0,0,0.2716049383,-0.1835941395,0.0887096774,0.0551181102,-0.0897435897,0.0507718015,-0.0305990233,0.1547619048
suicide,0.025862069,0.0447761194,0.0131578947,0.0087719298,0,-0.0371642247,0.0576923077,0.0093457944,0.0317460317,0.0286168001,-0.0061940374,0.0431654676
suicide,0.0185185185,0.0657894737,0.0177935943,0.0533807829,0.0394736842,-0.123365082,0.0350877193,0.0254237288,0.0135135135,0.038843039,-0.020560847,0.0372670807
suicide,0,0,0,0,0.0666666667,-0.1022957516,0.0793650794,0.0142857143,-0.09375,0.0508413087,-0.0170492919,0.0638297872
suicide,0,0,0,0.0361445783,0.1772151899,-0.1389550968,0.0666666667,0.0157480315,-0.027027027,0.0407628101,-0.0231591828,0.0746887967
suicide,0.0175438596,0.0625,0.0263157895,0,0.375,-0.0271689731,0.0551181102,0.0145985401,0,0.0414390049,-0.0045281622,0.0503597122
suicide,0.0540540541,0.0923076923,0.0434782609,0.0434782609,0.0153846154,-0.0177391255,0.0380952381,0.0091743119,-0.0153846154,0.0312250869,-0.0029565209,0.037037037
suicide,0,0,0,0.025862069,0.1666666667,0.0491731588,0.011627907,0.010989011,-0.0363636364,0.0189625125,0.0081955265,0.0807453416
suicide,0,0,0,0.0029850746,0.0857142857,0.0903494377,0.046875,0.0076335878,0.0714285714,0.0210930462,0.0150582396,0.0348258706
suicide,0,0,0,0,0.125,0.1702034419,0.0131578947,0,0.0208333333,0.0116249891,0.0283672403,0.0409836066
suicide,0,0,0,0.0068728522,0.1466666667,-0.1374044442,0.0972222222,0.0266666667,0,0.0394733556,-0.0229007407,0.0277777778
suicide,0,0,0,0,0.1219512195,-0.0955016893,0.0506329114,0.0224719101,-0.0227272727,0.0313566311,-0.0159169482,0.0483870968
suicide,0,0,0,0.003021148,1.3103448276,-0.0439768939,0.0689655172,0.0322580645,0.0338983051,0.0377604914,-0.0073294823,0.2419354839
suicide,0.0215827338,0.0387096774,0.0133928571,0,0.1677419355,-0.1113122105,0.0576923077,0.0062111801,-0.0347222222,0.0373274106,-0.0185520351,0.0597014925
suicide,0,0,0,0.0099667774,0.2,-0.102250996,0.05625,0.0416666667,0.023255814,0.0403759624,-0.0170418327,0.0664893617
suicide,0,0,0,0,0.2033898305,-0.0480121704,0.0537634409,0.02,-0.0344827586,0.0414352185,-0.0080020284,0.0506329114
suicide,0,0,0,0.00456621,0.0243902439,-0.0589398586,0.0941176471,0.0515463918,-0.0263157895,0.0369734319,-0.0098233098,0.1256281407
suicide,0,0,0,0.0297619048,0.0980392157,-0.1050185086,0.0729166667,0.0373831776,-0.0188679245,0.0462278631,-0.0175030848,0.0871794872
suicide,0,0,0,0.0546448087,0.2432432432,-0.1182328189,0.1262135922,0.0661157025,-0.0256410256,0.0527744934,-0.0197054698,0.0222717149
suicide,0,0,0,0.0389105058,0.2,-0.1762251591,0.0902777778,0.0666666667,-0.0285714286,0.0551282588,-0.0293708598,0.012244898
suicide,0.0110294118,0.038961039,0.0169491525,0.0225988701,0.0649350649,-0.191721998,0.0575539568,0.0208333333,-0.0746268657,0.0535178666,-0.0319536663,0.0836012862
suicide,0,0,0,0.0985915493,0.0350877193,-0.0773809524,0.0674157303,0,-0.0178571429,0.0300851614,-0.0128968254,0.1163636364
suicide,0,0,0,0.0044843049,0.1733333333,-0.0368580548,0.035971223,0.0069444444,-0.0540540541,0.0306089945,-0.0061430091,0.0537190083
suicide,0.0035460993,0.010989011,0.0064102564,0.0769230769,0.2417582418,0.0141721594,0.0416666667,0.0168539326,-0.0697674419,0.0355415469,0.0023620266,0.0317460317
suicide,0,0,0,0,0.4782608696,0.0107323232,0.0344827586,0.0101010101,0.0625,0.0294213689,0.0017887205,0.0165975104
suicide,0.006557377,0.0206185567,0.0102040816,0.0255102041,0.3092783505,0.04917566,0.0395480226,0,0,0.0338426812,0.0081959433,0.0634005764
suicide,0,0,0,0.0042553191,0.25,-0.0211088955,0.046875,0.0147058824,0.0444444444,0.0252666191,-0.0035181493,0.1682692308
suicide,0,0,0,0,0,0.1503329533,0.0563380282,0.0126582278,0.1025641026,0.0276284083,0.0250554922,0.0215053763
suicide,0,0,0,0,0.9411764706,-0.0818452381,0.1071428571,0,0,0.0248015873,-0.013640873,0.067357513
suicide,0,0,0,0,0.3235294118,0.0490782442,0.0128205128,0,0.0285714286,0.0444474469,0.0081797074,0.0038022814
suicide,0,0,0,0.0147058824,0.0281690141,-0.343580335,0.0909090909,0.0564516129,-0.0857142857,0.0708784829,-0.0572633892,0.0053908356
suicide,0.046875,0.2857142857,0.0372670807,0,0.2857142857,-0.2136904762,0.0476190476,0.0208333333,-0.125,0.0512896825,-0.0356150794,0.025974026
suicide,0.0105820106,0.0540540541,0.0172413793,0,0.8918918919,-0.1402900378,0,0,0,0.0397609148,-0.023381673,0.0963302752
suicide,0,0,0,0,0.2602739726,-0.2093513687,0.1161290323,0.0404624277,0,0.0590032411,-0.0348918948,0.0617283951
suicide,0,0,0,0.0087719298,0,-0.1797784502,0.0882352941,0.027027027,0,0.0460921073,-0.029963075,0
suicide,0,0,0,0.0178571429,0.0833333333,-0.1225050854,0.0895522388,0.0563380282,0.0256410256,0.0515981495,-0.0204175142,0.1152542373
suicide,0,0,0,0.1647058824,0.0487804878,-0.1532922776,0.0811965812,0.04048583,-0.0583333333,0.049971415,-0.0255487129,0.0287958115
suicide,0,0,0,0.0086956522,0.1234567901,0.0159727521,0.0165289256,0,0,0.0172277674,0.0026621253,0.0731707317
suicide,0,0,0,0,0.0487804878,-0.0119807093,0.0303030303,0,-0.0238095238,0.0151799954,-0.0019967849,0.0433333333
suicide,0,0,0,0,0.6206896552,0.0492063492,0.0888888889,0.0212765957,0,0.030265676,0.0082010582,0.031496063
suicide,0.009569378,0.0235294118,0.0071174377,0,0.1529411765,-0.0895768656,0.0617283951,0.0297619048,0,0.0404110691,-0.0149294776,0.1219512195
suicide,0,0,0,0.0065789474,0.2244897959,0.032987013,0,0,0.02,0.0136986301,0.0054978355,0.0251572327
suicide,0,0,0,0,0.1290322581,0.0997835498,0.0363636364,0,0.0285714286,0.024427953,0.0166305916,0.0188679245
suicide,0.0041841004,0.0196078431,0.0053763441,0.0161290323,0.3921568627,0.0741493397,0.046728972,0,0.0384615385,0.0205718343,0.0123582233,0.0360655738
suicide,0,0,0,0.0081300813,0.1047619048,-0.0617427547,0.0718232044,0.0054347826,0,0.0313759243,-0.0102904591,0.0511627907
suicide,0.0023640662,0.0322580645,0.0056818182,0,0.9677419355,-0.1949771971,0.0657894737,0,-0.0571428571,0.0423466453,-0.0324961995,0.1589958159
suicide,0,0,0,0,0,0.1052876908,0,0,-0.0384615385,0.0213675214,0.0175479485,0.0578778135
suicide,0,0,0,0,0.5660377358,-0.1001851516,0.0898876404,0.0215053763,0.04,0.0448155028,-0.0166975253,0.08
suicide,0,0,0,0.0107526882,0.5090909091,-0.1211457842,0.1340206186,0.0582524272,-0.0188679245,0.0631338396,-0.020190964,0.0837004405
suicide,0,0,0,0.0102040816,0.7169811321,-0.3961828596,0.2166666667,0.0895522388,-0.04,0.0962370618,-0.0660304766,0.0322580645
suicide,0.0042372881,0.012987013,0.0034843206,0.0522648084,0.1818181818,0.0322869528,0.0217391304,0.0068027211,-0.0133333333,0.0311111419,0.0053811588,0.0590405904
suicide,0,0,0,0,0.1884057971,-0.1353507209,0.1034482759,0.0416666667,-0.0289855072,0.0588909555,-0.0225584535,0.0896860987
suicide,0,0,0,0.0096618357,0.4230769231,0.1502080161,0.0714285714,0.0304568528,0.0138888889,0.0362084065,0.0250346694,0.0716723549
suicide,0.022556391,0.04,0.0136363636,0,0.08,-0.0677369505,0.0491803279,0.0234375,-0.0142857143,0.0452302607,-0.0112894918,0.0322580645
suicide,0,0,0,0,0.3666666667,0.0278944467,0.0956521739,0.0153846154,0.0333333333,0.0415736865,0.0046490745,0.0649350649
suicide,0,0,0,0,0.1492537313,-0.1285811562,0.1194029851,0.0354609929,0,0.0584262015,-0.0214301927,0.0765306122
suicide,0,0,0,0,0.2280701754,0.1131474932,0.0727272727,0.024,0.0350877193,0.0348346624,0.0188579155,0.0177514793
